location_name,wind_kph,humidity,precip_mm,temperature_celsius,comfortable_days
Banjul,29.9,33,0.0,23.0,116
Tbilisi,3.6,43,0.0,10.3,42
Berlin,7.6,87,0.0,3.0,46
Accra,11.5,70,0.03,30.2,2
Athens,3.6,52,0.0,18.0,29
Saint George's,25.2,74,0.01,27.1,9
Guatemala City,6.8,94,0.0,16.1,12
Conakry,6.8,70,0.0,27.4,24
Bissau,28.8,21,0.0,24.0,112
Georgetown,11.5,100,0.06,22.3,62
Port-Au-Prince,5.0,92,0.0,17.1,29
Vatican City,4.3,67,0.0,12.1,41
Tegucigalpa,9.0,94,0.0,17.4,27
Budapest,3.6,61,0.0,6.2,32
New Delhi,7.6,65,0.0,23.2,77
Jakarta,15.1,84,0.24,28.1,1
Tehran,5.4,34,0.0,9.2,49
Baghdad,13.7,24,0.0,18.3,52
Dublin,14.0,87,0.0,6.1,2
Jerusalem,9.0,52,0.0,19.1,40
Rome,4.3,67,0.0,12.1,41
Port Royal,8.3,79,0.0,25.0,6
Tokyo,7.9,50,0.0,9.1,41
Amman,12.6,51,0.0,14.3,44
Astana,30.2,93,0.22,-6.9,39
Nairobi,13.3,50,0.0,24.3,241
Kuwait City,7.9,24,0.0,17.7,53
Bishkek,5.0,83,0.0,-1.7,49
Laos,3.6,87,0.54,26.5,28
Riga,23.4,93,0.03,1.3,46
Beirut,7.6,56,0.0,18.2,56
Maseru,23.0,15,0.0,32.7,118
Monrovia,9.0,79,0.01,30.1,2
Nan,4.0,38,0.0,32.1,17
Vaduz,5.8,81,0.0,4.1,39
Vilnius,20.2,87,0.07,2.3,51
Luxembourg,15.8,80,0.0,1.0,24
Antananarivo,9.7,49,0.63,31.2,98
Lilongwe,9.7,75,1.41,25.1,150
Kuala Lumpur,5.4,63,0.01,32.1,4
Bamako,20.5,13,0.0,25.2,81
Valletta,34.9,77,0.0,17.3,31
Nouakchott,31.0,36,0.0,18.1,81
Port Louis,25.2,89,0.19,28.1,100
Mexico City,6.1,76,0.0,11.4,5
Palikir,37.4,84,0.78,28.4,1
Chi Chi Khvar,8.3,33,0.0,2.7,37
Monaco,22.3,71,0.84,12.0,33
Ulaanbaatar,4.0,76,0.02,-23.0,13
Podgorica,3.6,72,0.0,13.2,28
Rabat,10.4,77,0.0,12.1,81
Maputo,9.7,64,0.06,30.7,62
Windhoek,7.9,16,0.0,31.0,170
Yaren,6.5,100,0.0,8.1,21
Kathmandu,10.4,37,0.0,20.1,94
Amsterdam,7.6,93,0.0,3.1,33
Managua,23.4,83,0.0,25.2,139
Niamey,17.6,15,0.0,28.2,54
Abuja,6.8,12,0.0,32.7,11
Pyongyang,5.0,90,0.0,-6.1,32
Skopje,3.6,87,0.0,7.1,25
Oslo,4.3,85,0.0,-7.7,20
Muscat,15.8,29,0.0,23.3,54
Islamabad,3.6,34,0.07,18.9,50
National,4.3,89,0.0,23.5,148
Panama City,9.7,89,0.01,26.1,17
Port Moresby,4.7,84,0.01,28.0,17
Aurora,8.3,54,0.0,23.9,79
Lima,8.3,83,0.0,20.7,16
Warsaw,13.7,87,0.0,3.1,58
Lisbon,6.8,82,0.0,14.1,39
Doha,3.6,53,0.0,22.1,69
Bucharest,12.6,100,0.0,7.3,24
Moscow,16.6,93,0.06,3.3,65
Kigali,5.4,78,0.0,21.3,128
Basseterre,36.7,83,0.06,24.4,46
Castries,31.7,74,0.04,27.0,14
Kingstown,35.6,75,0.88,26.0,1
Apia,22.0,89,0.07,26.3,39
San Marino,3.6,82,0.0,11.2,29
'S Gravenjansdijk,9.0,87,0.0,4.1,25
Riyadh,5.8,14,0.0,20.0,50
Dakar,34.2,56,0.0,20.2,49
Belgrade,7.2,61,0.0,7.0,25
Victoria,32.4,71,0.0,31.1,1
Freetown,3.6,60,0.0,28.3,11
Singapore,9.7,58,0.67,28.1,1
Bratislava,6.5,56,0.0,5.2,25
Ljubljana,3.6,87,0.05,4.0,20
Honiara,10.8,94,0.65,25.1,2
Mogadishu,39.6,70,0.0,28.1,1
Pretoria,16.2,33,0.0,32.2,137
Seoul,3.6,74,0.0,0.2,31
Juba,33.8,16,0.0,25.2,88
Madrid,3.6,70,0.0,5.1,30
Khartoum,22.0,33,0.0,27.5,61
Paramaribo,13.3,94,0.0,23.4,89
Stockholm,15.8,75,0.0,1.3,41
Bern,8.6,81,0.0,3.2,23
Damascus,5.8,41,0.0,13.0,31
Dushanbe,3.6,49,0.0,7.3,49
Dodoma,3.6,65,0.18,26.4,58
Bangkok,17.3,30,0.0,34.3,6
Dili,16.2,82,0.01,26.6,56
Ban Lom,3.6,34,0.0,28.8,23
Nuku`Aloia,27.0,100,1.04,23.2,115
Port Of Spain,13.3,83,0.0,24.0,48
Tunis,4.3,94,0.0,15.2,30
Ankara,5.0,61,0.0,8.1,35
Ashgabat,19.8,41,0.0,12.2,37
Kampala,7.9,31,0.0,30.8,63
Kyiv,18.4,54,0.0,4.8,44
Abu Dhabi,20.2,39,0.0,24.1,56
London,6.5,87,0.0,5.0,26
Montevideo,7.2,88,0.0,18.4,24
Tashkent,9.4,45,0.0,7.2,57
Port Vila,45.4,79,6.95,28.4,99
Caracas,6.5,78,0.0,24.3,49
Hanoi,17.6,78,0.0,23.2,47
Sanaa,9.4,22,0.0,20.2,217
Lusaka,12.6,75,0.2,22.8,127
Harare,4.3,36,0.0,28.8,182
Kabul,7.9,38,0.0,2.7,75
Tirana,3.6,71,0.0,12.3,29
Algiers,19.1,71,0.51,12.2,36
Andorra La Vella,5.8,73,0.0,0.5,40
Luanda,11.9,62,0.0,30.1,42
Saint John's,36.4,79,0.13,25.3,49
Buenos Aires,8.6,78,0.0,23.2,40
Yerevan,4.7,31,0.0,6.4,34
Canberra,11.9,57,0.0,24.4,25
Vienna,4.7,75,0.0,2.2,26
Baku,16.2,54,0.0,12.2,33
Nassau,21.2,94,0.0,23.4,64
Manama,25.6,43,0.0,20.2,33
Dhaka,15.8,22,0.0,29.4,43
Bridgetown,27.7,74,0.04,26.1,9
Minsk,16.2,80,0.05,1.2,46
Brussels,5.8,80,0.0,1.1,23
Belmopan,3.6,98,0.0,20.2,60
Sarajevo,3.6,93,0.0,1.1,24
Gaborone,13.7,40,0.0,30.4,121
Bras,3.6,81,0.0,23.8,157
Sofia,6.8,81,0.0,7.2,22
Ouagadougou,25.6,19,0.0,25.0,55
Bujumbura,4.0,69,0.5,25.5,47
Ivory,10.8,66,0.0,28.3,70
Praia,34.9,61,0.0,22.1,77
Phnom Penh,3.6,52,0.0,32.2,2
Ngaoundere,11.5,20,0.0,28.3,115
Ottawa,3.6,84,0.0,-21.8,14
Bangui,10.8,36,0.0,33.2,6
N'djamena,17.3,16,0.0,30.3,43
Santiago,3.6,72,0.0,15.3,2
Beijing,16.6,14,0.0,0.2,54
Bogot,4.7,62,0.0,10.2,30
Moroni,17.6,86,0.12,25.9,15
Brazzaville,8.3,79,0.0,26.0,25
San Ignacio,11.5,56,0.0,21.0,53
Zagreb,3.6,75,0.0,4.0,25
Havana,15.8,100,0.0,18.4,62
Nicosia,3.6,56,0.0,18.1,53
Prague,3.6,80,0.0,1.2,26
Kinshasa,7.9,79,0.0,26.0,26
Copenhagen,6.5,93,0.0,0.2,11
Roseau,25.9,76,0.2,25.1,26
Santo Domingo,13.0,100,0.0,21.0,99
Cairo,22.0,40,0.0,20.3,61
San Salvador,6.8,65,0.0,26.3,49
Malabo,9.7,71,0.01,32.1,4
Asmara,9.0,45,0.0,18.3,163
Tallinn,17.6,80,0.02,-0.8,30
Mbabane,7.9,57,0.0,28.3,104
Addis Ababa,13.0,31,0.0,22.1,127
Suva,6.8,94,0.0,26.4,82
Helsinki,20.5,74,0.0,-1.0,40
Paris,4.3,87,0.0,2.2,32
Libreville,10.8,79,0.05,29.2,4
Banjul,36.4,19,0.0,23.0,116
Tbilisi,16.6,30,0.0,13.0,42
Berlin,4.3,81,0.0,3.1,46
Accra,10.4,70,0.0,30.1,2
Athens,5.8,59,0.0,16.2,29
Saint George's,19.1,94,0.01,23.1,9
Guatemala City,7.2,77,0.0,15.2,12
Conakry,18.4,70,0.0,26.4,24
Bissau,32.4,22,0.0,22.3,112
Georgetown,9.0,88,0.04,22.7,62
Port-Au-Prince,7.2,88,0.0,16.1,29
Vatican City,6.5,71,0.0,11.2,41
Tegucigalpa,9.7,83,0.01,17.1,27
Budapest,5.8,93,0.0,2.3,32
New Delhi,11.2,60,0.0,21.3,77
Jakarta,14.4,75,0.0,29.3,1
Tehran,6.1,32,0.0,9.1,49
Baghdad,17.6,24,0.0,19.2,52
Dublin,11.2,93,0.27,8.4,2
Jerusalem,4.7,35,0.0,20.3,40
Rome,6.5,71,0.0,11.2,41
Port Royal,6.8,89,0.0,24.3,6
Tokyo,13.7,81,0.0,6.1,41
Amman,6.1,39,0.0,15.2,44
Astana,14.8,93,0.02,-2.7,39
Nairobi,12.6,47,0.0,24.4,241
Kuwait City,16.6,26,0.0,20.3,53
Bishkek,3.6,80,0.0,-0.6,49
Laos,3.6,93,0.7,25.0,28
Riga,17.6,86,0.36,1.4,46
Beirut,7.2,60,0.0,18.2,56
Maseru,20.2,16,0.0,32.9,118
Monrovia,4.0,70,0.0,29.2,2
Nan,6.8,34,0.0,33.3,17
Vaduz,5.8,87,0.0,3.4,39
Vilnius,14.0,86,0.06,0.2,51
Luxembourg,7.6,86,0.0,-0.9,24
Antananarivo,10.4,49,0.0,30.3,98
Lilongwe,5.0,67,1.25,26.6,150
Kuala Lumpur,9.4,63,0.0,31.0,4
Bamako,21.6,18,0.0,21.1,81
Valletta,32.0,82,0.0,16.2,31
Nouakchott,33.1,27,0.0,18.2,81
Port Louis,34.2,79,0.43,30.3,100
Mexico City,3.6,82,0.0,12.1,5
Palikir,35.3,84,0.0,28.4,1
Chi Chi Khvar,3.6,32,0.0,2.8,37
Monaco,7.9,66,0.0,11.4,33
Ulaanbaatar,5.4,59,0.0,-18.6,13
Podgorica,3.6,82,0.02,10.0,28
Rabat,18.4,94,0.2,14.0,81
Maputo,10.8,55,0.0,31.8,62
Windhoek,10.4,18,0.0,31.3,170
Yaren,5.0,82,0.0,10.3,21
Kathmandu,9.0,26,0.0,21.0,94
Amsterdam,10.1,80,0.0,1.2,33
Managua,18.0,70,0.0,26.4,139
Niamey,15.5,18,0.0,27.0,54
Abuja,8.3,14,0.0,33.2,11
Pyongyang,4.7,82,0.0,-3.2,32
Skopje,5.0,76,0.0,8.3,25
Oslo,5.0,86,0.0,-5.8,20
Muscat,16.9,41,0.0,24.4,54
Islamabad,9.4,24,0.0,21.1,50
National,4.0,96,0.06,22.2,148
Panama City,7.9,84,0.0,26.3,17
Port Moresby,5.8,89,0.0,27.1,17
Aurora,7.9,46,0.0,23.7,79
Lima,7.6,81,0.0,20.3,16
Warsaw,6.1,87,0.06,2.3,58
Lisbon,10.8,94,0.09,13.2,39
Doha,22.0,27,0.0,24.0,69
Bucharest,10.4,81,0.0,5.0,24
Moscow,15.1,86,0.01,0.2,65
Kigali,7.2,61,0.0,24.2,128
Basseterre,39.6,94,0.11,23.1,46
Castries,27.7,77,0.01,24.8,14
Kingstown,29.2,74,0.59,25.8,1
Apia,21.6,94,0.12,25.2,39
San Marino,14.8,87,0.14,9.1,29
'S Gravenjansdijk,10.8,80,0.0,2.0,25
Riyadh,17.6,22,0.0,18.1,50
Dakar,33.8,33,0.0,21.4,49
Belgrade,5.8,66,0.0,9.3,25
Victoria,27.0,75,0.0,29.0,1
Freetown,17.6,100,0.0,24.2,11
Singapore,9.0,79,0.0,27.2,1
Bratislava,6.1,75,0.0,4.1,25
Ljubljana,3.6,87,0.0,3.2,20
Honiara,9.7,84,0.82,28.3,2
Mogadishu,40.0,70,0.0,28.2,1
Pretoria,6.5,52,0.0,26.2,137
Seoul,4.0,64,0.0,1.0,31
Juba,31.7,14,0.0,26.8,88
Madrid,3.6,65,0.0,6.3,30
Khartoum,25.2,33,0.0,28.4,61
Paramaribo,7.9,100,0.06,21.3,89
Stockholm,14.4,86,0.03,-1.6,41
Bern,3.6,80,0.0,2.1,23
Damascus,8.3,34,0.0,14.7,31
Dushanbe,3.6,24,0.0,12.4,49
Dodoma,3.6,59,0.0,27.0,58
Bangkok,14.0,39,0.0,34.3,6
Dili,14.8,83,0.19,27.2,56
Ban Lom,10.8,60,0.0,25.0,23
Nuku`Aloia,18.7,94,0.0,27.1,115
Port Of Spain,11.2,83,0.0,23.1,48
Tunis,27.7,77,0.04,14.2,30
Ankara,4.3,66,0.0,8.1,35
Ashgabat,12.2,50,0.0,10.4,37
Kampala,8.3,46,0.0,27.0,63
Kyiv,14.4,62,0.0,2.3,44
Abu Dhabi,25.9,61,0.0,22.0,56
London,9.4,100,0.0,2.2,26
Montevideo,10.1,94,0.0,19.4,24
Tashkent,6.5,46,0.0,8.2,57
Port Vila,32.0,74,0.37,28.2,99
Caracas,5.0,61,0.0,23.0,49
Hanoi,11.9,69,0.0,23.3,47
Sanaa,8.3,25,0.0,20.1,217
Lusaka,3.6,59,0.13,27.5,127
Harare,6.8,50,0.21,27.1,182
Kabul,8.3,39,0.0,3.0,75
Tirana,3.6,67,0.0,15.2,29
Algiers,10.8,82,0.09,12.1,36
Andorra La Vella,9.4,56,0.0,3.3,40
Luanda,12.2,62,0.0,30.0,42
Saint John's,32.4,69,0.0,25.3,49
Buenos Aires,11.5,69,0.0,25.1,40
Yerevan,3.6,31,0.0,6.2,34
Canberra,12.2,51,0.0,25.2,25
Vienna,8.6,60,0.0,3.1,26
Baku,5.8,58,0.0,11.3,33
Nassau,21.6,94,0.0,23.3,64
Manama,23.8,49,0.0,21.1,33
Dhaka,16.9,19,0.0,29.1,43
Bridgetown,29.2,79,0.05,26.2,9
Minsk,21.6,86,0.05,0.1,46
Brussels,9.7,81,0.0,3.1,23
Belmopan,3.6,100,0.0,20.2,60
Sarajevo,5.4,81,0.02,3.2,24
Gaborone,12.2,33,0.0,33.8,121
Bras,3.6,91,0.08,23.3,157
Sofia,10.1,75,0.0,5.1,22
Ouagadougou,24.1,24,0.0,24.3,55
Bujumbura,5.0,70,0.67,26.3,47
Ivory,11.5,36,0.0,31.6,70
Praia,40.3,53,0.0,22.2,77
Phnom Penh,11.9,53,0.0,33.0,2
Ngaoundere,15.5,20,0.0,29.1,115
Ottawa,6.5,92,0.0,-12.7,14
Bangui,16.6,46,0.0,30.3,6
N'djamena,20.5,13,0.0,31.3,43
Santiago,3.6,55,0.0,16.3,2
Beijing,17.3,23,0.0,-2.9,54
Bogot,20.2,60,0.0,8.9,30
Moroni,20.9,82,0.0,25.8,15
Brazzaville,3.6,74,0.11,28.2,25
San Ignacio,11.2,69,0.0,21.3,53
Zagreb,7.9,56,0.0,5.2,25
Havana,19.1,100,0.0,22.3,62
Nicosia,7.2,37,0.0,18.2,53
Prague,3.6,74,0.0,0.0,26
Kinshasa,3.6,74,0.12,28.2,26
Copenhagen,12.2,86,0.0,1.0,11
Roseau,22.7,83,0.1,25.0,26
Santo Domingo,14.4,94,0.0,22.4,99
Cairo,17.3,40,0.0,20.1,61
San Salvador,6.5,65,0.0,26.2,49
Malabo,3.6,67,0.0,32.1,4
Asmara,11.2,53,0.0,17.5,163
Tallinn,14.0,74,0.03,-1.8,30
Mbabane,6.5,68,0.01,24.8,104
Addis Ababa,13.3,34,0.0,21.9,127
Suva,8.3,94,0.0,26.1,82
Helsinki,13.3,79,0.0,-5.7,40
Paris,4.3,87,0.0,3.3,32
Libreville,6.5,84,0.0,29.2,4
Banjul,31.7,20,0.0,21.4,116
Tbilisi,3.6,40,0.0,11.1,42
Berlin,6.5,81,0.0,3.1,46
Accra,9.0,66,0.0,30.2,2
Athens,4.7,68,0.01,17.2,29
Saint George's,22.0,84,0.04,26.1,9
Guatemala City,6.8,94,0.0,16.2,12
Conakry,9.7,66,0.0,28.3,24
Bissau,27.4,26,0.0,19.2,112
Georgetown,7.2,100,1.04,23.1,62
Port-Au-Prince,9.4,94,0.0,16.6,29
Vatican City,7.2,94,0.0,10.0,41
Tegucigalpa,9.0,73,0.0,18.1,27
Budapest,4.0,87,0.0,2.1,32
New Delhi,9.4,31,0.0,23.3,77
Jakarta,13.7,75,0.34,29.2,1
Tehran,7.2,16,0.0,11.0,49
Baghdad,10.8,28,0.0,18.3,52
Dublin,20.5,82,0.0,10.1,2
Jerusalem,7.9,46,0.0,20.1,40
Rome,7.2,94,0.0,10.0,41
Port Royal,6.1,89,0.0,24.2,6
Tokyo,5.0,76,0.0,7.3,41
Amman,13.3,39,0.0,15.3,44
Astana,9.0,93,0.0,-5.8,39
Nairobi,19.8,44,0.0,24.2,241
Kuwait City,11.5,17,0.0,21.3,53
Bishkek,3.6,82,0.0,0.3,49
Laos,3.6,83,0.41,27.3,28
Riga,15.1,86,0.07,0.1,46
Beirut,5.4,54,0.0,16.7,56
Maseru,20.5,17,0.0,33.4,118
Monrovia,7.6,79,0.0,28.2,2
Nan,5.8,28,0.0,34.4,17
Vaduz,4.0,81,0.0,3.4,39
Vilnius,19.1,86,0.05,-1.0,51
Luxembourg,3.6,80,0.0,1.4,24
Antananarivo,10.1,62,1.48,27.3,98
Lilongwe,6.1,95,0.06,21.0,150
Kuala Lumpur,8.3,49,0.08,32.1,4
Bamako,19.1,16,0.0,22.0,81
Valletta,15.1,72,0.0,15.1,31
Nouakchott,26.3,26,0.0,18.0,81
Port Louis,22.3,67,0.02,32.3,100
Mexico City,3.6,82,0.0,12.2,5
Palikir,41.0,89,0.03,27.0,1
Chi Chi Khvar,3.6,23,0.0,4.1,37
Monaco,3.6,50,0.0,12.3,33
Ulaanbaatar,4.3,70,0.0,-22.7,13
Podgorica,9.0,88,0.16,12.2,28
Rabat,22.3,67,0.0,15.3,81
Maputo,10.4,49,0.0,32.7,62
Windhoek,20.2,29,0.23,30.2,170
Yaren,9.4,87,0.0,8.1,21
Kathmandu,9.4,43,0.0,19.3,94
Amsterdam,11.2,87,0.0,3.2,33
Managua,20.2,83,0.0,24.0,139
Niamey,24.1,13,0.0,29.1,54
Abuja,3.6,49,0.0,32.2,11
Pyongyang,28.8,62,0.0,-9.8,32
Skopje,3.6,76,0.0,8.1,25
Oslo,3.6,86,0.09,-3.8,20
Muscat,21.6,38,0.0,23.4,54
Islamabad,16.6,21,0.0,21.7,50
National,4.7,93,0.01,23.3,148
Panama City,10.1,79,0.03,26.3,17
Port Moresby,4.0,79,0.74,29.3,17
Aurora,9.0,47,0.0,24.3,79
Lima,7.9,84,0.0,20.2,16
Warsaw,11.9,80,0.0,0.1,58
Lisbon,10.4,66,0.0,9.3,39
Doha,22.7,36,0.0,23.1,69
Bucharest,19.4,81,0.01,3.2,24
Moscow,9.4,69,0.02,0.4,65
Kigali,5.4,57,0.0,25.2,128
Basseterre,34.6,78,0.0,24.1,46
Castries,26.6,79,0.03,26.0,14
Kingstown,33.1,75,0.02,26.1,1
Apia,6.5,84,0.0,26.3,39
San Marino,20.5,81,0.0,9.3,29
'S Gravenjansdijk,11.2,87,0.0,3.1,25
Riyadh,4.3,18,0.0,18.0,50
Dakar,30.2,42,0.0,18.2,49
Belgrade,11.9,81,0.0,3.1,25
Victoria,13.0,75,0.0,29.1,1
Freetown,9.7,47,0.0,27.3,11
Singapore,5.8,49,0.02,31.3,1
Bratislava,13.0,52,0.0,5.2,25
Ljubljana,8.6,75,0.01,3.2,20
Honiara,8.3,100,0.02,25.4,2
Mogadishu,42.5,66,0.0,29.0,1
Pretoria,7.6,30,0.0,32.0,137
Seoul,23.4,45,0.0,-6.0,31
Juba,25.9,13,0.0,27.8,88
Madrid,18.0,65,0.0,6.0,30
Khartoum,21.2,29,0.0,29.0,61
Paramaribo,9.0,94,0.71,24.2,89
Stockholm,11.2,74,0.0,-0.6,41
Bern,5.8,80,0.0,1.3,23
Damascus,7.6,27,0.0,15.6,31
Dushanbe,3.6,38,0.0,12.1,49
Dodoma,5.0,70,1.83,25.6,58
Bangkok,10.4,35,0.0,35.1,6
Dili,15.1,83,0.2,26.9,56
Ban Lom,9.0,86,0.01,14.4,23
Nuku`Aloia,25.2,89,0.03,27.4,115
Port Of Spain,13.0,83,0.01,24.3,48
Tunis,22.7,77,0.72,12.2,30
Ankara,11.2,50,0.0,10.4,35
Ashgabat,6.5,43,0.0,10.1,37
Kampala,11.5,55,0.0,29.2,63
Kyiv,13.7,54,0.0,1.5,44
Abu Dhabi,23.4,50,0.0,22.3,56
London,6.1,100,0.0,4.3,26
Montevideo,18.7,83,0.0,23.0,24
Tashkent,6.5,30,0.0,11.1,57
Port Vila,23.8,94,5.81,24.1,99
Caracas,5.0,69,0.0,23.4,49
Hanoi,22.0,52,0.0,18.3,47
Sanaa,8.3,19,0.0,19.4,217
Lusaka,14.0,64,0.42,25.9,127
Harare,10.4,46,0.0,26.7,182
Kabul,3.6,65,0.0,2.6,75
Tirana,7.9,62,0.0,12.3,29
Algiers,5.8,72,0.0,13.4,36
Andorra La Vella,3.6,29,0.0,7.0,40
Luanda,3.6,67,0.0,28.4,42
Saint John's,28.1,69,0.49,24.1,49
Buenos Aires,6.1,61,0.0,24.1,40
Yerevan,4.3,31,0.0,7.2,34
Canberra,3.6,39,0.0,25.0,25
Vienna,3.6,64,0.0,2.4,26
Baku,31.3,66,0.0,11.3,33
Nassau,18.4,83,0.0,21.3,64
Manama,7.2,20,0.0,21.1,33
Dhaka,13.7,24,0.0,28.0,43
Bridgetown,27.0,74,0.02,26.1,9
Minsk,11.5,86,0.03,-1.9,46
Brussels,17.3,81,0.0,4.3,23
Belmopan,3.6,99,0.0,20.4,60
Sarajevo,7.2,44,0.0,3.1,24
Gaborone,17.3,28,0.0,33.6,121
Bras,3.6,96,1.18,23.4,157
Sofia,7.6,56,0.0,3.3,22
Ouagadougou,19.4,16,0.0,29.0,55
Bujumbura,3.6,59,0.21,27.4,47
Ivory,5.4,41,0.0,30.5,70
Praia,31.3,53,0.0,21.0,77
Phnom Penh,15.8,41,0.0,33.2,2
Ngaoundere,15.5,16,0.0,31.3,115
Ottawa,12.2,73,0.0,-6.9,14
Bangui,7.6,56,0.0,33.3,6
N'djamena,17.3,11,0.0,32.3,43
Santiago,3.6,59,0.0,16.1,2
Beijing,22.0,23,0.0,1.0,54
Bogot,6.1,54,0.0,4.6,30
Moroni,27.7,77,0.01,25.0,15
Brazzaville,3.6,79,0.0,28.2,25
San Ignacio,10.4,53,0.0,22.2,53
Zagreb,5.4,65,0.0,4.2,25
Havana,19.8,100,0.0,20.1,62
Nicosia,7.6,52,0.0,19.1,53
Prague,5.8,74,0.0,0.3,26
Kinshasa,3.6,79,0.0,28.2,26
Copenhagen,16.9,87,0.0,3.1,11
Roseau,18.7,94,0.08,24.0,26
Santo Domingo,14.8,100,0.0,22.3,99
Cairo,10.4,60,0.0,18.3,61
San Salvador,7.6,78,0.0,23.1,49
Malabo,3.6,77,0.07,27.7,4
Asmara,12.2,35,0.0,20.7,163
Tallinn,7.2,80,0.0,-3.8,30
Mbabane,7.6,55,0.07,28.5,104
Addis Ababa,11.9,38,0.0,21.4,127
Suva,16.2,100,0.08,25.1,82
Helsinki,8.3,79,0.0,-8.7,40
Paris,8.6,100,0.0,0.1,32
Libreville,8.6,89,0.85,28.3,4
Banjul,25.2,28,0.0,20.1,116
Tbilisi,8.6,37,0.0,11.2,42
Berlin,6.8,80,0.0,1.2,46
Accra,9.7,59,0.0,31.2,2
Athens,27.4,71,1.04,11.2,29
Saint George's,24.5,74,0.0,26.2,9
Guatemala City,7.2,94,0.0,15.4,12
Conakry,11.9,58,0.0,27.0,24
Bissau,24.8,20,0.0,23.2,112
Georgetown,8.6,100,0.0,23.3,62
Port-Au-Prince,8.3,91,0.0,15.5,29
Vatican City,6.8,71,0.0,10.4,41
Tegucigalpa,8.6,88,0.0,17.2,27
Budapest,4.0,86,0.0,0.2,32
New Delhi,10.8,50,0.0,23.2,77
Jakarta,25.6,89,0.05,26.2,1
Tehran,9.0,20,0.0,11.4,49
Baghdad,17.3,28,0.0,20.2,52
Dublin,27.7,81,0.27,8.3,2
Jerusalem,5.4,49,0.0,20.0,40
Rome,6.8,71,0.0,10.4,41
Port Royal,5.8,89,0.0,24.3,6
Tokyo,15.1,56,0.15,6.3,41
Amman,11.5,22,0.0,18.1,44
Astana,13.0,86,0.0,-4.9,39
Nairobi,21.2,39,0.0,24.6,241
Kuwait City,6.8,16,0.0,23.2,53
Bishkek,3.6,82,0.0,-1.3,49
Laos,3.6,87,1.3,26.1,28
Riga,9.4,86,0.0,-1.0,46
Beirut,9.0,49,0.0,19.1,56
Maseru,16.2,24,0.0,31.9,118
Monrovia,4.0,75,0.0,29.1,2
Nan,11.2,43,0.0,29.2,17
Vaduz,6.8,87,0.0,2.0,39
Vilnius,11.9,74,0.02,-1.9,51
Luxembourg,6.1,100,0.0,-3.8,24
Antananarivo,15.8,69,0.09,23.2,98
Lilongwe,4.7,81,0.14,24.0,150
Kuala Lumpur,9.0,63,1.09,31.1,4
Bamako,13.7,21,0.0,26.0,81
Valletta,5.0,68,0.0,16.1,31
Nouakchott,22.0,26,0.0,18.0,81
Port Louis,16.9,71,0.07,32.1,100
Mexico City,4.0,58,0.0,12.3,5
Palikir,32.4,78,0.01,28.2,1
Chi Chi Khvar,14.4,22,0.0,3.7,37
Monaco,6.5,50,0.0,12.0,33
Ulaanbaatar,6.1,58,0.01,-21.8,13
Podgorica,9.4,32,0.0,10.3,28
Rabat,8.6,72,0.0,14.1,81
Maputo,7.9,62,0.01,31.3,62
Windhoek,19.4,30,0.0,29.5,170
Yaren,29.5,70,0.0,7.2,21
Kathmandu,5.0,40,0.0,21.1,94
Amsterdam,16.2,93,0.0,3.0,33
Managua,17.3,89,0.0,23.2,139
Niamey,23.8,12,0.0,29.1,54
Abuja,9.0,11,0.0,34.7,11
Pyongyang,16.2,65,0.0,-10.6,32
Skopje,3.6,49,0.0,7.1,25
Oslo,6.8,100,0.0,2.3,20
Muscat,15.8,44,0.0,23.3,54
Islamabad,11.9,21,0.0,19.5,50
National,4.3,98,0.0,22.3,148
Panama City,9.4,83,0.0,25.1,17
Port Moresby,8.3,100,0.41,25.3,17
Aurora,7.9,56,0.0,24.9,79
Lima,10.8,81,0.0,20.4,16
Warsaw,7.2,81,0.0,3.2,58
Lisbon,8.3,93,0.0,8.1,39
Doha,4.7,25,0.0,22.3,69
Bucharest,9.4,60,0.0,2.2,24
Moscow,3.6,93,0.0,-1.7,65
Kigali,11.2,94,0.0,19.3,128
Basseterre,26.3,83,0.66,24.1,46
Castries,24.1,74,0.0,26.1,14
Kingstown,31.7,74,0.11,26.4,1
Apia,5.8,94,0.49,24.3,39
San Marino,8.6,66,0.0,9.3,29
'S Gravenjansdijk,21.6,87,0.0,3.1,25
Riyadh,9.4,13,0.0,23.3,50
Dakar,28.8,68,0.0,18.4,49
Belgrade,4.0,69,0.0,2.4,25
Victoria,15.5,70,0.02,30.0,1
Freetown,7.9,94,0.0,23.0,11
Singapore,22.7,66,1.32,29.1,1
Bratislava,3.6,75,0.0,1.2,25
Ljubljana,5.4,70,0.0,3.4,20
Honiara,5.4,94,0.21,27.2,2
Mogadishu,39.6,64,0.0,28.1,1
Pretoria,13.7,39,0.0,29.9,137
Seoul,20.2,57,0.0,-8.8,31
Juba,28.8,14,0.0,29.4,88
Madrid,3.6,61,0.0,7.2,30
Khartoum,12.6,22,0.0,30.7,61
Paramaribo,9.4,100,0.02,23.3,89
Stockholm,14.8,86,0.22,1.1,41
Bern,3.6,42,0.0,6.1,23
Damascus,5.8,29,0.0,15.1,31
Dushanbe,3.6,57,0.0,8.2,49
Dodoma,7.6,63,0.43,26.1,58
Bangkok,6.5,49,0.0,31.0,6
Dili,10.1,82,2.56,26.7,56
Ban Lom,6.1,57,0.0,18.5,23
