location_name,wind_kph,humidity,precip_mm,temperature_celsius,comfortable_days
Bucharest,5.0,48,0.0,15.2,24
Moscow,13.3,100,0.0,3.1,65
Kigali,8.3,65,0.0,24.2,128
Basseterre,33.8,89,0.09,24.2,46
Castries,27.7,79,0.01,26.4,14
Kingstown,34.6,77,0.04,26.7,1
Apia,4.3,79,0.27,26.2,39
San Marino,21.6,60,0.18,19.2,29
'S Gravenjansdijk,34.2,66,0.01,9.3,25
Riyadh,6.8,59,0.0,17.1,50
Dakar,22.0,61,0.0,22.1,49
Belgrade,20.5,42,0.0,18.2,25
Victoria,16.6,66,0.03,31.2,1
Freetown,5.8,74,0.0,27.1,11
Singapore,28.1,62,0.25,28.3,1
Bratislava,32.4,76,0.0,11.2,25
Ljubljana,15.1,94,0.32,10.4,20
Honiara,3.6,87,0.03,25.5,2
Mogadishu,32.8,74,0.0,28.2,1
Pretoria,10.8,16,0.0,30.4,137
Seoul,19.1,73,0.06,-5.0,31
Juba,28.1,13,0.0,26.3,88
Madrid,29.5,87,0.0,6.3,30
Khartoum,27.0,12,0.0,26.8,61
Paramaribo,9.0,100,0.1,23.1,89
Stockholm,9.4,100,0.03,2.4,41
Bern,9.7,93,0.06,5.3,23
Damascus,11.9,31,0.0,11.8,31
Dushanbe,5.4,43,0.02,10.3,49
Dodoma,4.7,71,1.33,24.4,58
Bangkok,8.3,42,0.0,28.2,6
Dili,3.6,89,1.1,24.9,56
Ban Lom,5.4,56,0.0,12.2,23
Nuku`Aloia,15.5,94,0.21,24.4,115
Port Of Spain,10.1,94,0.0,23.3,48
Tunis,30.6,56,0.0,21.1,30
Ankara,6.8,76,0.0,7.2,35
Ashgabat,4.0,100,0.09,3.1,37
Kampala,7.6,69,0.0,25.1,63
Kyiv,16.6,69,0.0,8.8,44
Abu Dhabi,26.6,61,0.0,23.2,56
London,17.6,93,0.09,8.0,26
Montevideo,5.0,94,0.0,21.1,24
Tashkent,5.8,70,0.0,5.2,57
Port Vila,20.9,94,0.65,26.2,99
Caracas,6.1,73,0.0,23.2,49
Hanoi,6.8,36,0.0,16.2,47
Sanaa,9.4,19,0.0,21.5,217
Lusaka,7.6,81,0.52,21.9,127
Harare,13.0,67,0.02,21.8,182
Kabul,3.6,72,0.0,2.5,75
Tirana,3.6,88,2.15,13.0,29
Algiers,12.2,59,0.0,15.2,36
Andorra La Vella,13.7,72,0.0,-0.8,40
Luanda,5.4,68,0.01,27.7,42
Saint John's,22.7,89,0.0,24.1,49
Buenos Aires,7.9,83,0.0,22.0,40
Yerevan,4.0,36,0.0,5.0,34
Canberra,15.8,73,0.0,19.2,25
Vienna,3.6,58,0.0,11.3,26
Baku,27.7,71,0.0,11.1,33
Nassau,17.6,88,0.0,15.2,64
Manama,22.3,60,0.0,20.3,33
Dhaka,13.7,18,0.0,27.5,43
Bridgetown,29.9,89,0.13,26.2,9
Minsk,17.3,87,0.43,6.1,46
Brussels,24.5,81,0.03,8.2,23
Belmopan,3.6,98,0.02,21.3,60
Sarajevo,3.6,58,0.0,11.0,24
Gaborone,10.8,28,0.0,31.4,121
Bras,4.0,99,0.06,22.3,157
Sofia,3.6,66,0.0,8.4,22
Ouagadougou,25.9,16,0.0,30.3,55
Bujumbura,3.6,52,0.14,29.3,47
Ivory,19.1,64,0.07,28.4,70
Praia,27.7,51,0.0,25.0,77
Phnom Penh,10.8,38,0.0,30.1,2
Ngaoundere,12.6,12,0.0,27.7,115
Ottawa,20.5,85,0.0,-12.9,14
Bangui,9.7,49,0.0,32.4,6
N'djamena,25.2,12,0.0,29.0,43
Santiago,3.6,37,0.0,18.3,2
Beijing,3.6,28,0.0,-2.0,54
Bogot,7.6,47,0.0,13.4,30
Moroni,25.6,78,0.24,28.5,15
Brazzaville,6.5,70,0.0,28.2,25
San Ignacio,10.4,64,0.0,21.1,53
Zagreb,12.6,58,0.0,13.3,25
Havana,15.8,100,0.0,12.3,62
Nicosia,12.6,52,0.0,18.3,53
Prague,25.9,71,0.0,8.2,26
Kinshasa,6.8,70,0.0,28.2,26
Copenhagen,11.5,93,0.0,5.3,11
Roseau,19.4,100,0.03,22.2,26
Santo Domingo,6.1,100,0.0,22.2,99
Cairo,17.6,46,0.0,20.4,61
San Salvador,6.1,83,0.0,23.2,49
Malabo,5.4,71,0.05,31.3,4
Asmara,3.6,45,0.01,18.4,163
Tallinn,21.2,93,0.22,5.3,30
Mbabane,11.2,50,0.0,24.8,104
Addis Ababa,5.8,49,0.0,21.4,127
Suva,6.8,100,0.47,24.3,82
Helsinki,25.9,100,0.43,3.2,40
Paris,15.5,87,0.0,8.3,32
Libreville,7.2,79,0.03,30.4,4
Banjul,22.7,17,0.0,26.2,116
Tbilisi,6.5,37,0.0,10.4,42
Berlin,22.0,81,0.04,8.1,46
Accra,10.1,79,0.0,29.2,2
Athens,7.2,72,0.0,17.2,29
Saint George's,24.1,89,0.65,26.2,9
Guatemala City,8.3,94,0.0,17.0,12
Conakry,7.9,79,0.0,24.1,24
Bissau,11.5,43,0.0,25.6,112
Georgetown,12.2,94,1.17,24.3,62
Port-Au-Prince,5.0,70,0.0,18.2,29
Vatican City,15.5,72,0.37,13.1,41
Tegucigalpa,11.9,83,0.02,18.0,27
Budapest,10.4,76,0.0,9.1,32
New Delhi,9.4,31,0.0,24.1,77
Jakarta,15.8,74,1.63,28.0,1
Tehran,6.1,53,0.0,7.0,49
Baghdad,18.0,34,0.0,17.3,52
Dublin,11.2,100,0.0,3.1,2
Jerusalem,13.7,33,0.0,22.0,40
Rome,15.5,72,0.37,13.1,41
Port Royal,6.1,74,0.0,26.1,6
Tokyo,20.2,34,0.0,8.2,41
Amman,17.3,44,0.0,14.4,44
Astana,20.2,93,0.24,-4.0,39
Nairobi,3.6,50,0.03,24.2,241
Kuwait City,17.6,22,0.0,20.9,53
Bishkek,3.6,82,0.01,-0.4,49
Laos,5.8,93,4.56,24.0,28
Riga,23.8,93,0.03,7.2,46
Beirut,7.6,39,0.0,18.1,56
Maseru,14.8,27,0.0,29.9,118
Monrovia,3.6,84,0.01,28.3,2
Nan,7.2,39,0.0,27.2,17
Vaduz,8.3,62,0.0,9.0,39
Vilnius,17.3,93,0.0,6.3,51
Luxembourg,29.2,87,0.07,6.2,24
Antananarivo,15.8,52,0.03,29.1,98
Lilongwe,10.8,96,0.62,19.4,150
Kuala Lumpur,4.0,66,0.1,30.1,4
Bamako,18.7,17,0.0,26.1,81
Valletta,13.0,82,0.61,14.0,31
Nouakchott,29.5,21,0.0,22.5,81
Port Louis,16.6,67,0.1,32.1,100
Mexico City,3.6,50,0.0,12.4,5
Palikir,37.1,74,0.01,28.3,1
Chi Chi Khvar,9.7,41,0.0,1.5,37
Monaco,5.4,58,0.0,12.2,33
Ulaanbaatar,6.8,59,0.09,-17.0,13
Podgorica,3.6,68,0.14,17.4,28
Rabat,6.1,77,0.0,15.3,81
Maputo,15.5,55,0.0,29.2,62
Windhoek,15.5,20,0.0,30.3,170
Yaren,21.2,63,0.0,16.4,21
Kathmandu,6.1,52,0.0,18.0,94
Amsterdam,22.7,87,0.01,8.4,33
Managua,15.8,79,0.0,25.2,139
Niamey,28.1,12,0.0,29.2,54
Abuja,5.0,29,0.0,31.2,11
Pyongyang,6.8,83,0.0,-11.3,32
Skopje,4.3,76,0.0,10.1,25
Oslo,7.2,93,0.0,1.3,20
Muscat,33.1,61,0.0,25.2,54
Islamabad,19.4,23,0.0,17.8,50
National,3.6,88,0.0,22.7,148
Panama City,9.0,84,0.0,26.1,17
Port Moresby,3.6,84,0.97,29.1,17
Aurora,7.2,70,0.07,25.7,79
Lima,11.2,81,0.0,20.4,16
Warsaw,16.9,71,0.0,9.1,58
Lisbon,40.3,94,1.13,14.0,39
Doha,23.8,41,0.0,23.4,69
Bucharest,13.0,51,0.0,14.1,24
Moscow,11.5,93,0.0,4.2,65
Kigali,3.6,61,0.0,24.2,128
Basseterre,24.8,89,0.0,25.1,46
Castries,22.3,94,1.21,24.2,14
Kingstown,32.0,79,0.01,26.7,1
Apia,23.0,94,0.06,25.1,39
San Marino,16.6,62,0.0,11.2,29
'S Gravenjansdijk,22.7,87,0.02,8.4,25
Riyadh,15.5,28,0.0,19.2,50
Dakar,24.1,45,0.0,22.5,49
Belgrade,6.1,77,0.0,13.2,25
Victoria,16.6,89,0.11,29.4,1
Freetown,5.8,67,0.0,28.3,11
Singapore,31.7,62,0.01,28.2,1
Bratislava,8.3,81,0.0,9.2,25
Ljubljana,3.6,81,0.01,9.2,20
Honiara,3.6,94,0.87,26.1,2
Mogadishu,36.0,70,0.0,29.2,1
Pretoria,3.6,25,0.0,31.1,137
Seoul,15.5,58,0.0,-4.8,31
Juba,36.4,13,0.0,23.5,88
Madrid,22.7,93,0.06,5.4,30
Khartoum,26.6,16,0.0,23.8,61
Paramaribo,7.6,94,0.21,24.1,89
Stockholm,16.6,100,1.53,3.4,41
Bern,10.1,57,0.0,8.2,23
Damascus,7.2,35,0.0,12.0,31
Dushanbe,3.6,93,0.03,1.1,49
Dodoma,8.3,61,0.05,25.6,58
Bangkok,7.2,42,0.0,28.0,6
Dili,11.9,84,0.53,25.9,56
Ban Lom,4.0,43,0.0,18.9,23
Nuku`Aloia,30.6,94,0.03,23.2,115
Port Of Spain,12.2,94,0.0,25.1,48
Tunis,28.4,72,0.0,15.3,30
Ankara,5.0,54,0.0,10.3,35
Ashgabat,6.5,65,0.0,4.4,37
Kampala,8.6,62,0.0,27.1,63
Kyiv,15.8,78,0.0,7.6,44
Abu Dhabi,23.4,57,0.0,23.2,56
London,9.4,100,0.0,5.3,26
Montevideo,9.4,89,0.0,23.0,24
Tashkent,3.6,56,0.0,4.0,57
Port Vila,22.7,89,0.56,26.2,99
Caracas,5.4,94,0.0,23.2,49
Hanoi,13.7,35,0.0,19.0,47
Sanaa,9.7,21,0.0,21.0,217
Lusaka,11.5,92,0.65,19.8,127
Harare,9.0,52,0.04,24.5,182
Kabul,5.4,61,0.0,1.5,75
Tirana,3.6,59,0.0,16.1,29
Algiers,27.7,67,0.01,14.3,36
Andorra La Vella,3.6,77,0.07,0.4,40
Luanda,6.8,67,0.03,27.9,42
Saint John's,26.3,84,0.02,26.1,49
Buenos Aires,10.4,74,0.0,24.1,40
Yerevan,3.6,38,0.0,4.1,34
Canberra,16.2,78,0.03,19.2,25
Vienna,4.0,76,0.0,8.1,26
Baku,19.1,71,0.0,11.3,33
Nassau,17.6,94,0.0,14.1,64
Manama,28.8,46,0.0,21.2,33
Dhaka,12.2,35,0.0,29.7,43
Bridgetown,29.9,74,0.04,26.2,9
Minsk,18.4,87,0.0,6.2,46
Brussels,10.1,93,0.06,6.2,23
Belmopan,3.6,99,0.0,20.6,60
Sarajevo,3.6,81,0.0,6.0,24
Gaborone,9.0,24,0.0,33.2,121
Bras,4.7,97,0.0,22.7,157
Sofia,3.6,76,0.0,9.3,22
Ouagadougou,24.1,16,0.0,29.3,55
Bujumbura,5.0,78,0.41,23.4,47
Ivory,18.0,58,0.0,30.6,70
Praia,32.0,69,0.0,23.3,77
Phnom Penh,10.8,33,0.0,31.4,2
Ngaoundere,12.2,16,0.0,27.2,115
Ottawa,8.3,64,0.0,-18.9,14
Bangui,12.6,41,0.0,33.2,6
N'djamena,24.1,14,0.0,29.2,43
Santiago,3.6,77,0.0,14.2,2
Beijing,3.6,53,0.01,-4.7,54
Bogot,9.4,68,0.0,10.3,30
Moroni,24.5,79,0.65,28.2,15
Brazzaville,11.9,74,0.0,27.0,25
San Ignacio,9.0,69,0.0,22.1,53
Zagreb,4.0,81,0.0,7.1,25
Havana,24.8,100,0.0,11.2,62
Nicosia,5.4,45,0.0,18.1,53
Prague,4.3,75,0.0,5.4,26
Kinshasa,11.9,74,0.0,27.0,26
Copenhagen,22.0,93,0.13,5.1,11
Roseau,17.6,80,0.15,25.6,26
Santo Domingo,13.3,94,0.0,23.0,99
Cairo,14.0,60,0.0,20.2,61
San Salvador,4.7,89,0.0,23.2,49
Malabo,7.2,67,0.0,28.5,4
Asmara,5.0,64,0.01,15.9,163
Tallinn,27.0,87,0.06,5.3,30
Mbabane,9.0,45,0.0,29.4,104
Addis Ababa,12.2,43,0.06,21.3,127
Suva,4.3,94,1.01,25.4,82
Helsinki,28.8,87,0.02,5.3,40
Paris,5.4,93,0.0,8.1,32
Libreville,10.8,67,0.04,29.2,4
Banjul,24.5,21,0.0,26.2,116
Tbilisi,7.6,40,0.0,9.3,42
Berlin,9.7,75,0.0,6.3,46
Accra,7.6,70,0.0,30.2,2
Athens,25.9,82,0.24,13.1,29
Saint George's,25.6,74,0.03,27.2,9
Guatemala City,4.0,83,0.0,17.2,12
Conakry,6.1,81,0.0,23.7,24
Bissau,7.2,43,0.0,25.5,112
Georgetown,10.1,94,2.15,25.3,62
Port-Au-Prince,8.3,88,0.0,16.9,29
Vatican City,9.0,87,0.0,10.4,41
Tegucigalpa,6.8,94,0.0,19.4,27
Budapest,4.7,62,0.0,11.1,32
New Delhi,6.5,41,0.0,25.4,77
Jakarta,11.5,70,0.19,29.1,1
Tehran,6.8,40,0.0,9.3,49
Baghdad,24.1,32,0.0,17.3,52
Dublin,10.8,81,0.0,3.4,2
Jerusalem,7.9,21,0.0,25.3,40
Rome,9.0,87,0.0,10.4,41
Port Royal,5.8,83,0.0,25.3,6
Tokyo,25.9,37,0.0,9.4,41
Amman,16.2,34,0.0,16.1,44
Astana,11.5,85,0.01,-8.7,39
Nairobi,4.3,61,1.29,22.3,241
Kuwait City,25.2,20,0.0,20.6,53
Bishkek,6.5,95,0.17,-0.9,49
Laos,3.6,92,1.33,25.4,28
Riga,20.9,87,0.34,6.1,46
Beirut,8.3,46,0.0,20.2,56
Maseru,9.4,24,0.0,31.9,118
Monrovia,5.4,89,0.0,27.3,2
Nan,13.3,40,0.0,29.0,17
Vaduz,9.7,93,0.0,1.4,39
Vilnius,18.7,81,0.0,6.4,51
Luxembourg,4.7,93,0.01,6.0,24
Antananarivo,17.3,48,0.02,29.3,98
Lilongwe,7.9,93,0.4,20.1,150
Kuala Lumpur,3.6,59,0.43,31.2,4
Bamako,18.7,19,0.0,25.2,81
Valletta,24.8,68,0.0,16.1,31
Nouakchott,30.2,22,0.0,22.7,81
Port Louis,14.0,59,0.53,32.4,100
Mexico City,6.1,58,0.0,13.1,5
Palikir,37.8,79,0.0,29.2,1
Chi Chi Khvar,6.5,38,0.0,1.8,37
Monaco,23.0,87,0.81,10.3,33
Ulaanbaatar,7.2,70,0.0,-21.6,13
Podgorica,5.0,82,0.0,12.1,28
Rabat,31.7,72,0.12,15.4,81
Maputo,13.7,51,0.0,31.8,62
Windhoek,16.2,29,0.0,28.7,170
Yaren,10.4,71,0.0,12.0,21
Kathmandu,10.1,46,0.0,19.1,94
Amsterdam,12.6,87,0.01,7.1,33
Managua,15.1,77,0.0,22.8,139
Niamey,28.8,12,0.0,29.1,54
Abuja,9.7,24,0.0,33.2,11
Pyongyang,3.6,85,0.0,-11.5,32
Skopje,3.6,82,0.0,12.3,25
Oslo,3.6,100,0.0,-1.0,20
Muscat,18.7,44,0.0,23.2,54
Islamabad,3.6,18,0.0,20.8,50
National,3.6,98,1.43,22.0,148
Panama City,7.2,89,0.0,25.2,17
Port Moresby,6.8,82,0.25,26.7,17
Aurora,4.7,93,0.01,22.7,79
Lima,9.4,84,0.0,20.1,16
Warsaw,9.7,71,0.0,8.2,58
Lisbon,30.6,58,0.02,13.3,39
Doha,28.8,49,0.0,21.2,69
Bucharest,3.6,71,0.0,11.0,24
Moscow,10.8,87,0.0,7.2,65
Kigali,3.6,69,0.03,24.2,128
Basseterre,25.6,89,0.04,25.4,46
Castries,21.6,79,0.61,27.1,14
Kingstown,32.0,78,0.09,26.8,1
Apia,27.4,84,0.15,26.1,39
San Marino,3.6,66,0.0,11.3,29
'S Gravenjansdijk,16.6,100,0.01,6.1,25
Riyadh,10.1,32,0.0,17.1,50
Dakar,24.1,48,0.0,21.6,49
Belgrade,5.0,88,0.0,13.0,25
Victoria,22.0,75,0.0,30.2,1
Freetown,7.2,67,0.0,27.8,11
Singapore,29.2,58,0.0,29.1,1
Bratislava,10.1,81,0.0,7.1,25
Ljubljana,3.6,100,0.0,3.1,20
Honiara,17.3,94,1.01,26.3,2
Mogadishu,35.3,74,0.0,28.3,1
Pretoria,16.9,28,0.0,30.9,137
Seoul,3.6,36,0.0,-2.0,31
Juba,34.2,16,0.0,23.2,88
Madrid,30.2,61,0.0,7.3,30
Khartoum,25.2,16,0.0,24.9,61
Paramaribo,12.2,100,0.04,24.3,89
Stockholm,14.4,87,0.0,2.3,41
Bern,5.4,75,0.0,5.4,23
Damascus,5.4,36,0.0,13.8,31
Dushanbe,5.0,75,0.01,2.3,49
Dodoma,3.6,72,1.01,24.2,58
Bangkok,3.6,38,0.0,30.3,6
Dili,12.2,88,0.62,25.5,56
Ban Lom,4.3,47,0.0,24.9,23
Nuku`Aloia,33.1,84,0.91,26.3,115
Port Of Spain,13.0,83,0.0,25.2,48
Tunis,8.6,59,0.0,16.1,30
Ankara,3.6,43,0.0,11.1,35
Ashgabat,8.6,81,0.0,3.3,37
Kampala,7.2,74,0.0,25.3,63
Kyiv,3.6,65,0.0,8.2,44
Abu Dhabi,25.2,57,0.0,23.2,56
London,13.3,75,0.0,4.3,26
Montevideo,14.4,88,0.0,20.4,24
Tashkent,6.1,60,0.0,3.3,57
Port Vila,16.2,89,0.71,26.3,99
Caracas,5.0,74,0.17,25.1,49
Hanoi,24.5,53,0.0,22.2,47
Sanaa,6.8,26,0.0,21.0,217
Lusaka,6.5,83,0.94,21.8,127
Harare,3.6,46,0.0,26.3,182
Kabul,8.3,46,0.0,0.4,75
Tirana,7.9,55,0.03,16.1,29
Algiers,7.2,77,0.01,12.4,36
Andorra La Vella,9.4,75,0.01,0.0,40
Luanda,3.6,62,0.0,30.0,42
Saint John's,36.7,69,0.0,25.3,49
Buenos Aires,12.2,78,0.0,23.3,40
Yerevan,3.6,31,0.0,6.0,34
Canberra,12.2,83,0.0,19.0,25
Vienna,20.2,71,0.04,8.1,26
Baku,24.8,62,0.0,12.3,33
Nassau,27.0,88,0.0,20.1,64
Manama,29.5,60,0.0,19.2,33
Dhaka,15.8,33,0.0,30.3,43
Bridgetown,28.1,89,0.09,24.1,9
Minsk,17.3,100,0.0,1.0,46
Brussels,15.1,81,0.0,5.1,23
Belmopan,4.3,98,0.03,22.1,60
Sarajevo,5.4,100,0.0,5.2,24
Gaborone,9.7,22,0.0,34.8,121
Bras,3.6,98,0.01,22.3,157
Sofia,5.8,100,0.0,3.2,22
Ouagadougou,18.7,10,0.0,29.4,55
Bujumbura,4.3,62,0.32,26.3,47
Ivory,5.4,55,1.02,31.6,70
Praia,37.1,69,0.0,23.1,77
Phnom Penh,7.6,38,0.0,31.2,2
Ngaoundere,11.2,16,0.0,29.1,115
Ottawa,3.6,85,0.0,-11.8,14
Bangui,14.0,16,0.0,34.3,6
N'djamena,19.8,13,0.0,28.3,43
Santiago,3.6,72,0.0,15.1,2
Beijing,5.0,63,0.0,-2.7,54
Bogot,6.5,63,0.0,11.8,30
Moroni,23.4,77,0.01,28.4,15
Brazzaville,7.2,70,0.0,29.3,25
San Ignacio,9.0,73,0.0,21.1,53
Zagreb,6.5,71,0.0,9.2,25
Havana,22.0,94,0.0,18.3,62
Nicosia,23.8,45,0.01,18.3,53
Prague,15.5,70,0.0,4.2,26
Kinshasa,7.6,66,0.0,29.1,26
Copenhagen,12.2,87,0.0,3.2,11
Roseau,31.0,74,0.0,26.1,26
Santo Domingo,13.0,100,0.0,22.2,99
Cairo,13.0,52,0.0,19.1,61
San Salvador,3.6,78,0.0,23.2,49
Malabo,4.7,71,0.0,32.1,4
Asmara,5.0,49,0.0,18.2,163
Tallinn,12.6,93,0.14,4.1,30
Mbabane,7.9,46,0.02,30.7,104
Addis Ababa,15.5,33,0.0,21.1,127
Suva,10.4,100,0.0,24.3,82
Helsinki,8.6,93,0.06,3.1,40
Paris,10.8,93,0.0,3.3,32
Libreville,10.8,84,1.13,29.0,4
Banjul,31.3,21,0.0,25.3,116
Tbilisi,7.6,53,0.0,9.1,42
Berlin,19.8,87,0.0,4.3,46
Accra,8.6,69,0.04,28.6,2
Athens,6.1,46,0.0,19.1,29
Saint George's,18.7,79,0.09,25.3,9
Guatemala City,4.0,94,0.0,17.2,12
Conakry,4.7,62,0.0,28.1,24
Bissau,24.1,21,0.0,27.3,112
Georgetown,12.6,100,0.2,24.1,62
Port-Au-Prince,10.4,95,0.0,16.1,29
Vatican City,6.8,67,0.0,14.1,41
Tegucigalpa,7.2,88,0.0,17.3,27
Budapest,10.1,93,0.0,6.2,32
New Delhi,9.4,50,0.0,24.3,77
Jakarta,10.8,75,0.17,29.1,1
Tehran,5.0,32,0.0,10.3,49
Baghdad,15.5,26,0.0,19.0,52
Dublin,9.4,87,0.0,4.4,2
Jerusalem,22.7,52,0.03,19.3,40
Rome,6.8,67,0.0,14.1,41
Port Royal,4.7,89,0.0,25.2,6
Tokyo,13.0,40,0.0,9.1,41
Amman,24.5,48,0.03,15.0,44
Astana,6.8,78,0.0,-13.8,39
Nairobi,15.5,39,0.0,26.3,241
Kuwait City,19.8,28,0.0,18.8,53
Bishkek,4.7,96,0.44,-3.8,49
Laos,4.7,90,0.1,24.1,28
Riga,8.6,93,0.31,5.2,46
Beirut,14.0,52,0.11,19.1,56
Maseru,21.2,21,0.0,33.0,118
Monrovia,3.6,94,0.0,27.2,2
Nan,10.1,36,0.0,31.0,17
Vaduz,3.6,100,0.32,4.2,39
Vilnius,15.8,75,0.0,6.2,51
Luxembourg,5.8,87,0.0,2.1,24
Antananarivo,16.9,52,0.34,29.2,98
Lilongwe,12.2,85,0.02,21.5,150
Kuala Lumpur,5.0,70,0.63,29.3,4
Bamako,19.1,15,0.0,27.3,81
Valletta,20.5,68,0.0,18.1,31
Nouakchott,39.2,32,0.0,20.0,81
Port Louis,9.4,63,0.01,31.3,100
Mexico City,5.8,62,0.0,10.2,5
Palikir,33.5,74,0.0,28.1,1
Chi Chi Khvar,4.0,22,0.0,3.8,37
Monaco,11.2,72,0.08,13.4,33
Ulaanbaatar,3.6,77,0.03,-20.8,13
Podgorica,3.6,82,0.01,13.3,28
Rabat,13.0,82,0.02,12.1,81
Maputo,11.2,51,0.0,32.4,62
Windhoek,8.6,22,0.0,30.1,170
Yaren,4.0,72,0.11,13.0,21
Kathmandu,10.8,49,0.0,18.2,94
Amsterdam,9.0,93,0.01,3.3,33
Managua,12.6,89,0.0,25.1,139
Niamey,22.3,12,0.0,27.8,54
Abuja,5.4,12,0.0,33.3,11
Pyongyang,4.7,88,0.0,-6.4,32
Skopje,3.6,82,0.0,11.1,25
Oslo,4.0,93,0.0,-4.8,20
Muscat,21.2,47,0.07,23.3,54
Islamabad,11.2,16,0.0,20.7,50
National,4.7,97,0.22,22.6,148
Panama City,7.2,89,0.02,26.2,17
Port Moresby,10.4,84,0.38,27.3,17
Aurora,4.7,69,0.0,23.6,79
Lima,9.0,85,0.0,19.9,16
Warsaw,15.5,71,0.0,8.1,58
Lisbon,13.7,58,0.0,12.1,39
Doha,26.6,35,0.0,22.0,69
Bucharest,5.0,93,0.0,9.4,24
Moscow,13.0,93,0.0,2.4,65
Kigali,4.3,58,0.0,26.0,128
Basseterre,35.3,74,0.1,25.0,46
Castries,23.8,74,0.0,27.4,14
Kingstown,26.6,73,0.01,26.5,1
Apia,29.9,79,0.16,27.3,39
San Marino,3.6,77,0.14,12.0,29
'S Gravenjansdijk,15.1,100,0.02,3.3,25
Riyadh,15.8,19,0.0,17.2,50
Dakar,30.6,53,0.0,21.2,49
Belgrade,4.7,67,0.0,12.4,25
Victoria,22.7,75,0.05,30.2,1
Freetown,6.1,84,0.0,27.0,11
Singapore,18.4,62,0.01,29.1,1
Bratislava,23.8,62,0.0,9.3,25
Ljubljana,5.0,100,0.0,9.3,20
Honiara,10.8,85,0.42,26.1,2
Mogadishu,33.8,74,0.0,28.2,1
Pretoria,19.8,29,0.0,32.0,137
Seoul,3.6,100,0.14,0.3,31
Juba,32.8,13,0.0,24.0,88
Madrid,4.3,56,0.0,6.2,30
Khartoum,25.6,20,0.0,26.6,61
Paramaribo,10.1,100,0.11,23.2,89
Stockholm,8.3,87,0.0,2.2,41
Bern,6.1,93,0.46,5.4,23
Damascus,22.3,36,0.0,15.0,31
Dushanbe,3.6,61,0.0,5.2,49
Dodoma,4.3,61,0.0,26.0,58
Bangkok,8.3,34,0.0,32.2,6
Dili,17.3,83,0.48,26.6,56
Ban Lom,3.6,40,0.0,27.6,23
Nuku`Aloia,23.0,100,1.97,24.2,115
Port Of Spain,13.0,89,0.02,23.3,48
Tunis,5.0,63,0.0,15.0,30
Ankara,8.3,43,0.0,11.3,35
Ashgabat,15.8,61,0.0,8.1,37
Kampala,5.8,70,0.0,26.3,63
Kyiv,15.5,71,0.0,8.4,44
Abu Dhabi,28.4,43,0.0,22.3,56
London,5.4,100,0.02,6.3,26
Montevideo,11.9,88,0.0,19.4,24
Tashkent,5.4,60,0.0,3.4,57
Port Vila,21.2,94,0.05,25.3,99
Caracas,6.5,61,0.0,25.1,49
Hanoi,21.6,65,0.0,24.0,47
Sanaa,3.6,35,0.0,18.3,217
Lusaka,14.4,79,0.47,22.5,127
Harare,7.2,52,0.22,25.8,182
Kabul,10.4,40,0.0,1.1,75
Tirana,3.6,67,0.0,13.4,29
Algiers,9.0,87,0.14,11.1,36
Andorra La Vella,3.6,66,0.0,0.9,40
Luanda,6.8,66,0.0,28.7,42
Saint John's,35.3,74,0.07,25.1,49
Buenos Aires,4.3,94,0.0,19.2,40
Yerevan,4.3,33,0.0,6.3,34
Canberra,13.7,69,0.0,21.3,25
Vienna,4.3,75,0.0,1.4,26
Baku,4.7,66,0.0,10.4,33
Nassau,13.0,94,0.0,20.0,64
Manama,10.4,37,0.0,20.3,33
Dhaka,15.8,31,0.0,29.7,43
Bridgetown,35.6,79,0.05,25.3,9
Minsk,24.1,93,0.09,2.3,46
Brussels,9.7,93,0.0,1.0,23
Belmopan,3.6,100,0.09,22.0,60
Sarajevo,3.6,66,0.0,8.0,24
Gaborone,3.6,21,0.0,37.4,121
Bras,4.0,86,0.0,23.2,157
Sofia,7.9,87,0.0,7.3,22
Ouagadougou,18.0,19,0.0,28.0,55
Bujumbura,3.6,66,0.45,25.7,47
Ivory,9.7,63,0.6,29.6,70
Praia,37.1,64,0.0,21.3,77
Phnom Penh,7.6,26,0.0,32.8,2
Ngaoundere,10.4,19,0.0,28.0,115
Ottawa,20.2,65,0.0,-15.9,14
Bangui,10.8,26,0.0,32.2,6
N'djamena,11.5,13,0.0,30.2,43
Santiago,3.6,68,0.0,16.3,2
Beijing,4.7,64,0.0,-0.9,54
Bogot,18.7,52,0.0,12.7,30
Moroni,22.3,81,0.08,27.6,15
Brazzaville,6.1,70,0.0,29.1,25
San Ignacio,10.8,73,0.02,22.4,53
Zagreb,5.4,53,0.0,7.2,25
Havana,7.2,100,0.0,16.1,62
Nicosia,5.0,40,0.0,20.1,53
Prague,5.0,69,0.0,2.3,26
Kinshasa,6.1,53,0.0,32.2,26
Copenhagen,12.2,93,0.0,4.3,11
Roseau,32.4,74,0.04,25.4,26
Santo Domingo,9.7,100,0.0,22.4,99
Cairo,14.4,52,0.0,19.2,61
San Salvador,5.0,89,0.0,23.3,49
Malabo,4.7,75,0.1,31.3,4
Asmara,4.0,45,0.0,18.8,163
Tallinn,16.6,80,0.0,1.3,30
Mbabane,4.3,81,0.01,22.1,104
Addis Ababa,11.9,35,0.0,22.2,127
Suva,12.6,100,0.42,24.3,82
Helsinki,16.9,86,0.0,0.0,40
Paris,8.3,87,0.0,3.3,32
Libreville,9.7,84,0.08,29.4,4
